Name,X,Y,S1,S2,Cluster
15-12,327137.93,4.40603467e6,0.6766145199216855,0.7156021621756408,B
17-31,328813.04,4.40882204e6,0.2373459660905519,0.3605912063400385,B
18-1,327026.54,4.40703217e6,0.8175247349709778,0.5473089729154111,A
18-31,328801.97,4.40871725e6,0.10565057215748049,0.2605540287017653,B
18A-1,327056.33,4.40703775e6,0.8708674449028352,0.4671633379564749,A
18B-31,328791.32,4.40871144e6,0.09882414842768684,0.34515825642788783,B
18D-31,328751.91,4.40862911e6,0.12655717341165304,0.30961787716251765,B
22-13,327161.72,4.4051245e6,0.7245568013343043,0.25837706322219095,A
26-12,327300.66,4.40579963e6,0.47343524354370514,0.4436650562038808,B
27-1,327256.49,4.40720478e6,0.8025205250628166,0.40103667270825816,A
27A-1,327256.49,4.40720478e6,0.8025201242872536,0.4010366727082737,A
46-1,327805.01,4.40748476e6,0.5274678085140301,0.47363938226226454,B
46A-1,327774.78,4.40740108e6,0.5577205728436708,0.4360048211884167,A
47A-1,327661.35,4.40729129e6,0.7788512714854231,0.5259450971443641,A
47C-1,327746.25,4.4073085e6,0.6377212526793166,0.4545732212037854,A
48A-1,327704.9,4.40718065e6,0.5220264480737276,0.1254136713064324,A
55-1,328014.47,4.40772054e6,0.2543398441002332,0.9480293686704984,B
56-1,327963.43,4.40755491e6,0.49187403556475445,1.0,B
56A-1,327859.51,4.40755578e6,0.4373568830084618,0.7465553547438641,B
56B-1,327891.35,4.40745289e6,0.40050970663815105,0.27906728992909785,A
57-1,327931.46,4.40741438e6,0.627112187962879,0.9878000231979814,B
64-1,328156.6,4.40795433e6,0.8193154864163406,0.5460465852279373,A
68A-1,328229.72,4.40707921e6,0.9248360994565004,0.7242450192908855,A
68B-1,328065.7,4.40706164e6,0.6401759523791417,0.8178477205882391,B
77-1,328214.13,4.40718169e6,0.7825202413642346,0.8725515955429587,B
81-1,328567.28,4.40851194e6,0.12731193781592598,0.22400931504531155,B
81-11,326859.34,4.4069495e6,0.3588622985566053,0.2976090183832474,A
81A-1,328598.76,4.40855648e6,0.12590348170328025,0.19287188522364335,B
81B-1,328528.63,4.40843124e6,0.05760397797376369,0.31382731315594065,B
82A-11,326907.12,4.40670723e6,1.0,0.15422855129825463,A
82A-11-RD1,326907.12,4.40670723e6,1.0,0.15422855129825463,A
82A-11-RD2,326907.12,4.40670723e6,1.0,0.15422855129825463,A
82A-11-RD3,326907.12,4.40670723e6,1.0,0.15422855129825463,A
88-11,326889.0,4.40544507e6,0.7694253755376351,0.502469540574755,A
B1,327745.53,4.40596877e6,0.6099591484761474,0.45003827112845496,A
B2,327721.65,4.40609786e6,0.1377222798170681,1.9095206670847622e-16,A
B3,327738.97,4.40619405e6,0.25524187456151337,0.14255166531479965,A
B4,327778.14,4.40639034e6,0.16635622097006655,0.2915723553349619,B
B5,327713.81,4.40629808e6,0.6786030203827358,0.4514893784930205,A
B5A,327754.04,4.40637455e6,0.27787108163499713,0.44901415035918535,B
B6,327848.36,4.40636567e6,0.1818404271072442,0.26702404081747105,B
B7,327784.51,4.40629935e6,0.005905479462011018,0.15748193846240002,B
B8,327603.56,4.40643766e6,0.9336087719386745,0.4344453276707854,A
BCH-1,328398.2,4.40887416e6,0.42246183139237653,0.522973925228844,B
BCH-2,327732.14,4.40800628e6,0.6805826257956659,0.674955771950866,B
BCH-3,327126.74,4.40600409e6,0.6544919302790702,0.7593113392356218,B
EE-1,327575.0,4.40640489e6,0.9288903715031849,0.41982990965301764,A
MG-1(SP-1),328194.09,4.4071925e6,0.9308484627336915,0.6813824722708564,A
MG-2(SP-2),328128.08,4.4076273e6,0.8061978259091528,0.6330930593865642,A
MGI-1,327853.91,4.40678619e6,0.18100934456172588,0.1883201887933598,B
MGI-2,327994.35,4.40709171e6,0.03224828520040523,0.2810509021157014,B
