Name,X,Y,S1,S2,S3,S4,Cluster
15-12,327137.93,4.40603467e6,2.983755678203262e-16,0.4216773831379603,0.37654015273903324,2.9857255298004474e-13,C
17-31,328813.04,4.40882204e6,0.4684269736728643,3.7458631795331597e-16,0.038766485644216586,0.3753868873105526,A
18-1,327026.54,4.40703217e6,0.22316406519024873,0.7769336585216954,5.901024454349324e-14,0.19015747571075778,D
18-31,328801.97,4.40871725e6,6.336381070760155e-11,0.49654414984425493,0.7417786724410453,0.04325226203064296,C
18A-1,327056.33,4.40703775e6,0.14151417494506544,0.7174020204864189,1.7784941450719334e-16,0.24974248220554512,D
18B-31,328791.32,4.40871144e6,9.784263636010117e-5,0.5048535247477335,0.7959468057033083,0.0020636078206828497,C
18D-31,328751.91,4.40862911e6,0.228491632987892,0.6401857552425384,0.4390586593052674,0.0119423601563162,C
22-13,327161.72,4.4051245e6,0.003051606012683415,0.6632475820578405,0.07950324850939813,0.07707847705519684,D
26-12,327300.66,4.40579963e6,0.35815479785109916,5.645761356043334e-15,0.2705527520875482,0.10052596484545319,C
27-1,327256.49,4.40720478e6,2.983755678203262e-16,0.6881264997108523,0.17385771825254412,0.06925269884759366,D
27A-1,327256.49,4.40720478e6,2.983755678203262e-16,0.6881266263837127,0.17385784169559634,0.0692525968581913,D
46-1,327805.01,4.40748476e6,0.2275872693802577,0.001856672253336118,0.23781252768110142,0.36303021998499496,A
46A-1,327774.78,4.40740108e6,0.23708051245499717,3.7458631795331597e-16,0.22679081169873544,0.3818526031294227,A
47A-1,327661.35,4.40729129e6,0.08976168866806557,3.7458631795331597e-16,0.023492726349967533,0.7128508936542407,A
47C-1,327746.25,4.4073085e6,2.983755678203262e-16,3.7458631795331597e-16,0.19741886737347672,0.5687221111746681,A
48A-1,327704.9,4.40718065e6,2.983755678203262e-16,3.7458631795331597e-16,5.8015794325801375e-6,0.8273324323447175,A
55-1,328014.47,4.40772054e6,0.41372140847230804,0.3946262083705601,3.17597620803472e-5,0.49632177322452564,A
56-1,327963.43,4.40755491e6,0.4197696024303111,0.17870996581637266,1.0283707915098624e-13,0.5543726761612041,A
56A-1,327859.51,4.40755578e6,2.983755678203262e-16,0.41183913314194665,0.20662045260644704,0.4378794552216405,A
56B-1,327891.35,4.40745289e6,8.782804363733571e-10,3.7458631795331597e-16,6.985865829075386e-15,1.0,A
57-1,327931.46,4.40741438e6,0.42701435503645896,0.06297917304876358,0.09878479923039012,0.5351689261536129,A
64-1,328156.6,4.40795433e6,0.6761784228751735,0.533046213369809,1.7784941450719334e-16,2.2974822813635167e-16,B
68A-1,328229.72,4.40707921e6,1.0,1.0960394443362203e-6,0.13486088365018636,0.00020890611757358837,B
68B-1,328065.7,4.40706164e6,0.8544033304091538,0.14369663611621164,0.22294325370049617,2.2974822813635167e-16,B
77-1,328214.13,4.40718169e6,0.5266945326287354,0.44051049848371676,1.7784941450719334e-16,0.360055112669459,B
81-1,328567.28,4.40851194e6,8.049087891572472e-10,1.0522740643221708e-8,1.0,0.0020591703548556383,C
81-11,326859.34,4.4069495e6,2.983755678203262e-16,3.7458631795331597e-16,0.14025034027831196,0.4728832951302104,A
81A-1,328598.76,4.40855648e6,1.2801618727543625e-10,1.1189107122309275e-9,0.9721902588402949,0.008019121607465424,C
81B-1,328528.63,4.40843124e6,0.07257761973236532,0.5950023231770035,0.6033816424453942,3.227027419884418e-5,C
82A-11,326907.12,4.40670723e6,2.983755678203262e-16,1.0,1.7784941450719334e-16,2.2974822813635167e-16,D
82A-11-RD1,326907.12,4.40670723e6,2.983755678203262e-16,1.0,1.7784941450719334e-16,2.2974822813635167e-16,D
82A-11-RD2,326907.12,4.40670723e6,2.983755678203262e-16,1.0,1.7784941450719334e-16,2.2974822813635167e-16,D
82A-11-RD3,326907.12,4.40670723e6,2.983755678203262e-16,1.0,1.7784941450719334e-16,2.2974822813635167e-16,D
88-11,326889.0,4.40544507e6,2.983755678203262e-16,0.6051802618290687,0.11287206481185762,0.19303924296014063,D
B1,327745.53,4.40596877e6,2.983755678203262e-16,3.7458631795331597e-16,0.1274493312567041,0.6472101196466837,A
B2,327721.65,4.40609786e6,1.995386285598124e-7,7.525445836146433e-6,0.09749113898778808,0.8142877088261627,A
B3,327738.97,4.40619405e6,0.7770800377150053,3.686012337481055e-14,2.394320574597222e-10,0.23949433190978653,B
B4,327778.14,4.40639034e6,0.9254136429008823,4.448901558893373e-5,0.07515422034245821,0.07343538346225979,B
B5,327713.81,4.40629808e6,0.6016964463864163,0.6518763447043433,1.7784941450719334e-16,2.2974822813635167e-16,B
B5A,327754.04,4.40637455e6,0.8148632172902318,0.20101700489825872,0.07934413290644708,0.007962853379400016,B
B6,327848.36,4.40636567e6,0.6596170491949511,0.5325892344636758,1.0798887829474042e-9,0.03647809412968289,B
B7,327784.51,4.40629935e6,0.9271902554633871,0.4627386560662364,0.004155931490139784,0.0012222482171913795,B
B8,327603.56,4.40643766e6,2.07932097145521e-6,3.7458631795331597e-16,1.7784941450719334e-16,0.7855889333886212,A
BCH-1,328398.2,4.40887416e6,0.1642176272075504,0.37947876291918065,0.25239287410902417,2.2974822813635167e-16,C
BCH-2,327732.14,4.40800628e6,0.2725410723206954,3.7458631795331597e-16,0.23345720377156673,0.24317334482810002,A
BCH-3,327126.74,4.40600409e6,2.983755678203262e-16,0.4085518356936713,0.39700285830129867,4.3616513096346436e-12,C
EE-1,327575.0,4.40640489e6,6.70995348458593e-7,4.0496861450701953e-14,1.7784941450719334e-16,0.7760629056340494,A
MG-1(SP-1),328194.09,4.4071925e6,0.8854641194757937,0.4934775336763587,1.7784941450719334e-16,2.0408057199587857e-15,B
MG-2(SP-2),328128.08,4.4076273e6,0.756342098424383,0.49937181029368205,1.7784941450719334e-16,2.2974822813635167e-16,B
MGI-1,327853.91,4.40678619e6,0.5392608417033232,5.849692476796782e-6,0.5869947457286279,0.062262807490053584,C
MGI-2,327994.35,4.40709171e6,0.8566706025304354,0.659293718953764,0.0031436337463643014,0.00033279778297949186,B
